MOF Name,Ref Code,Reference
MIL-68<|>VIII(OH){O2C–C6H4–CO2}.(HO2C–C6H4–O2H)x(DMF)y(H2O)z,ATOTIM,10.1039/b312589k
Na(mhp)(H2O)2<|>compound (1),YIMSAQ,10.1107/S2052519213025980
Cs(mhp)(H2O)<|>compound (4),YIMSOE,10.1107/S2052519213025980
Rb(mhp)(H2O)<|>compound (3),YIMSIY,10.1107/S2052519213025980
Cs(mhp)(MeOH)<|>compound (5),YIMSUK,10.1107/S2052519213025980
{[Co(dpa)2(H2O)(SO4)]·2 H2O}<|>2,WICQIJ,10.1039/b701102d
{Co(dpa)2(H2O)(NO3)}<|>3,WICQOP,10.1039/b701102d
[Co(m-TBG)(m-H2O)(H2O)2]·2H2O<|>compound 2,LATJEW,10.1039/b502788h
[Ba(C8H5NO4)(H2O)],AZIYUE,10.1107/S1600536811037962
[Nd(H2O)]2[O2C(CH2)3CO2]3·4H2O,FAQYUR,10.1039/a802713g
"[Gd2(C4H5O2)6(C12H10N2)(H2O)2]<|>catena-Poly[[aquabis(but-2-enoato-κ2O:O′)gadolinium(III)]-bis(µ-but-2-enoato)-κ3O,O′:O;κ3O:O,O-[aquabis(but-2-enoato-κ2O:O′)gadolinium(III)]-µ-4,4′-(ethene-1,2-diyl)dipyridine-κ2N:N′]",JUDQAC,10.1107/S2053229615004751
Ag(O2CCF3)TMP<|>compound 2,ACOHEF,10.1039/b108448h
"[Cu3(ip)2(Hip)2(2,2-bpy)2]n<|>compound 1",EMEPIV01,10.1039/b704327a
(CH3NH3)2Zn5(PO4)4<|>Zn5P4,EJUVOU,10.1039/b303910b
[Mn(bpe)(NCS)2(CH3OH)2]·bpe<|>compound 2,GOXSIV,10.1039/a900569b
"{[Cu(succ)(deed)]4H2O}n<|>catena-poly[[[(N,N-diethylethylenediamine-2N,N0)copper(II)]--succinato-2O1:O4] tetrahydrate]",SUCECU01,10.1107/S2053229617008452
"[Cu(C4H5O4)(H2O)]n<|>catena-((μ2-2,2'-iminodiacetato)-aqua-copper(ii))",YADVUW,10.1107/S1600536811041286
[Ag(C5H4S5)CF3SO3]∞,NESDIY,10.1039/a701176h
"[Cu2(m4-Cl)(4,4'-bpy)2]n(NO3)n<|>Compound 1<|>1",KOGYIP,10.1039/b803728k
[Fe(pydc)(H2O)]<|>compound 1,OMEHAP,10.1039/b306872b
emim[MnII(btc)]<|>structure (1),WEYQAU13,10.1107/S2052520616005515
2 (Cu(OAc)2)2<|>tecton 2<|>1-D coordination network,KEHGIO,10.1039/b600193a
[Y2(C4H4O4)3(H2O)2]·H2O<|>compound 2,GAFXIV,10.1039/b314220e
[La2(C4H4O4)3(H2O)2]·H2O<|>compound 3,GAFXOB,10.1039/b314220e
Zn(L)(H2O)2<|>crystal (1),KEHVAX,10.1107/S2052520617003870
[Ti(acac)O1.5]2[OSi(C6H5)2]3·3C4H8O2<|>compound D,NICLIU,10.1039/a702644g
[Cd(C4H5NO4)(H2O)2]n,AFAVUA,10.1107/S1600536813017121
[Ag3(Hmt)2][ClO4]3·2H2O<|>compound 2,RIYXIG,10.1039/a700446j
[Ca(C5H10NO4S)2],GIHWOJ01,10.1107/S1600536811046940
"{[Cd(C8H4O4)(C11H10N4)]C3H7NO}n<|>{[Cd(1,2-bdic)(imb)]-DMF}n<|>I",OMEGOE,10.1107/S2053229616007658
Li(Sal)(H2O)<|>lithium salicylate monohydrate,AMINEP,10.1039/b312892j
[Cs(C7H5O3)(H2O)]n<|>title compound<|>second monoclinic polymorph of caesium salicylate monohydrate,ILUWUH02,10.1107/S2414314616009809
bis(but-3-enoato)zinc<|>compound 3,QAKBUZ,10.1039/b007334m
Mn-L<|>Mn-MOF,JURKIS,10.1107/S2052252515012506
[ZnBr2(pyz)]<|>compound 1,EBOKUB,10.1039/b009771n
"[Zn(abd)(DMF)2]n<|>catena-poly[[bis(dimethylformamide-O)zinc(II)]--4,40-(anthracene-9,10-diyl)-dibenzoato-2O:O0]",RIPBIE,10.1107/S2053229618016649
[Ni(SCN)2(acrylH)2]·1/2C16H10<|>2,MESHIB,10.1039/b108458e
"[CdCl2(C18H14N4O4)]n<|>catena-poly[[dichloridocadmium]-l-5,6-bis(pyridin-2-yl)pyrazine-2,3-dicarboxylato-j2N5:N6]",EREQAV,10.1107/S2056989016012093
[Sr(C7H5O3)2(H2O)2]<|>Sr 100% species,CSSALB01,10.1107/S2053229617018265
[Zn(pydco)(H2O)]n<|>complex 1,SIJREJ,10.1039/b701384a
{Cu(bpe)2}<|>compound 1<|>crystal 1<|>network 1,NAVLIG,10.1039/b506786c
Cu(L)2<|>Compound 5,DOBFUW,10.1039/b714491a
Ni(L)2(H2O)2<|>Compound 1,DOBFAC,10.1039/b714491a
Co(L)2(H2O)2<|>Compound 3,DOBFIK,10.1039/b714491a
[Zn(L2)2(µ-terephthalate)]0.5H2O<|>compound 6,ULIGUR,10.1039/b307420j
[Zn(L1)2(µ-fumarate)]n<|>compound 2,ULIGAX,10.1039/b307420j
Not provided,BOKJES,10.1107/S2053229614020853
Complex A<|>polymeric A compound,GESTOO,10.1039/b604591j
Cu(im)2<|>6,IXIHOM01,10.1039/b516367f
[Cd(ACV)Cl2]·H2O<|>Cd–ACV complex 4,HOPCAQ,10.1039/a807787h
"catena-Poly[[[diaquadiformatocobalt(II)]- l-1,4-bis(1H-benzimidazol-1-yl)benzene]<|>catena-((μ2-1,4-bis(1H-Benzimidazol-1-yl)benzene)-diaqua-bis(formato-O)-cobalt(ii) dihydrate)",GANKUD,10.1107/S160053681105505X
{[La(Htcbp)(H2O)]}<|>2,BODLAI,10.1039/b801985a
{[La(Htcbp)(H2O)3]$H2O}<|>1,BODKUB,10.1039/b801985a
[Zn(Dpa)(H2O)]<|>compound 1,QAXKUW01,10.1039/b509746k
Li2[(1)2MoO2]<|>Li4[{(1)2MoO2}2],HENNEU,10.1039/b607295j
[Zn(C8H4O4)(C14H14N4)],PAYTUG,10.1107/S1600536812022544
[Co(N3)2(C12H8N2)],LAMXOO,10.1107/S1600536812006435
{[Zn(C7H4BrO2)2(C12H10N2)]CH3CN}n,YADZIO,10.1107/S1600536811042188
{[Sm2(pyta)2(H2O)3]$2.5H2O}n<|>compound 2,KOLPOR,10.1039/b811883n
{[Gd2(pyta)2(H2O)3]$2.5H2O}n<|>compound 4,KOLQAE,10.1039/b811883n
{[La2(C8H4O4)3(H2O)]0.5H2O},AZITOT,10.1107/S1600536811036282
[Ag(Diap)I]n<|>complex 5,DIFSUH,10.1039/b702129a
{[Zn(PMBD)(DPB)]DPB}n<|>compound 1,QUGTIY,10.1107/S2053229620004052
[Cu(pym)(Phmal)]n<|>compound 1,LELCOV,10.1039/b602144a
[MnCl2(C5H5NO)(H2O)]n<|>[MnCl2(PNO)(H2O)]n<|>Compound I,VEJLUU,10.1107/S2056989017012038
[CoSm6(C5H2N2O4)4(SO4)6(H2O)14]n,AWOZOC,10.1107/S1600536811030169
MnII (R)-malate monohydrate<|>compound 9,SEJSOQ,10.1039/b603014a
CoII (R)-malate monohydrate<|>compound 11,SEJSUW,10.1039/b603014a
CuII di-MeOmandelate?MeOH<|>compound 8,SEJTIL,10.1039/b603014a
FeII (R)-malate monohydrate<|>compound 10,SEJTAD,10.1039/b603014a
[{Cu(mephenterpy)}(VO2)(HO3PCH2CH2PO3)]<|>Compound 1,KEBWEU,10.1039/b511147a
"[Zn2(PDB)2(4,4A-bpy)·H2O]n<|>compound 1",ATEYAZ,10.1039/b313364h
[{Ru(CN)4}3(m3-HAT)]62<|>Nd2[{Ru(CN)4}3(m3-HAT)]?23H2O,TEHRUU,10.1039/b601876a
[Bi2(mdhbqdc)(ox)2(dmf)4]<|>Compound 2,NASZAK,10.1039/c1dt11258a
[(5-Pyrim-C2Ag)$3AgNO3$H2O]<|>compound 3,FADMEE,10.1039/c002038a
{[Nd(apca)(ox)(H2O)2]·H2O}n<|>Complex 3,KAGYUO,10.1039/c0dt00031k
"Co2(4,40-bpy)(TBDC)2$2H2O$5DMF<|>complex 5",KAVXAI,10.1039/c0ce00047g
"Ni(4,40-bpy)(TBDC)<|>complex 3",KAVWOV,10.1039/c0ce00047g
[Co2(IN)4(H2O)]<|>1IDMPU<|>1PI(R)-1-phenylethanol<|>1MI(S)-1-phenylethanol,VEDGIW,10.1039/c2jm33269h
[Co2(IN)4(H2O)]<|>1IDMPU<|>1Iacetonitrile,VEDFIV,10.1039/c2jm33269h
[Co2(IN)4(H2O)]<|>1IDMPU<|>1ICyclohexane,VEDFOB,10.1039/c2jm33269h
[Co2(IN)4(H2O)]<|>1IDMPU<|>1PI(R)-Styrene oxide,VEDFUH,10.1039/c2jm33269h
[Co2(IN)4(H2O)]<|>1IDMPU<|>1PI(S)-2-Butanol,VEDGAO,10.1039/c2jm33269h
[Ag2(ppp)]<|>compound 2,PAGTUP,10.1039/C1DT10236B
{[EMIM]3[Cu6Br2(CN)7]}n<|>compound 1,SAYTOD,10.1039/c2ce06508h
{[EMMIM]3[Cu7Br2(CN)8]}n<|>compound 2,SAYTUJ,10.1039/c2ce06508h
DUT-51(Hf)<|>Hf6O6(OH)2(DTTDC)4(BC)2,VEGCAN,10.1039/c2cc34246d
[Eu2(BBTC)1.5(CH3OH)2(H2O)2]·7DMF·HNO3<|>complex 2<|>crystal 2,EYACOX,10.1039/c1dt10693g
[Cu(O2CMe)(im)(Him)(EtOH)]n<|>complex 1<|>1,RUKTIB,10.1039/b900716d
{[Cd4(TPPA)4(DCPS)4(H2O)4]}n<|>compound 1,PELQII,10.1039/c2ce26696b
[(ZnI2)2(2)3(1)(C6H5NO2)4.6]n<|>network 3<|>crystal 3,UBULUA,10.1039/c1cc15053g
"[Ni3(L1)2(m-4,40-bpy)3(H2O)2]n$(4,40-bpy)n$(H2O)5n<|>compound 1",NUVYIN,10.1039/b917659d
"[Ni3(L2)2(H2O)4(m-4,40-bpy)3]n$(H2O)2n<|>compound 2",NUVYOT,10.1039/b917659d
{[Ni(Hcpp)2(bpa)2(H2O)2]}n<|>complex 4,FARJOZ,10.1039/c1ce05760j
[Co3(oba)2(bph)2(SO4)]·(H2O)4<|>compound 6,KIFWUT,10.1039/C2CE26165K
[Ni2(oba)2(bpy)2(sa)(H2O)2]·(H2O)4<|>compound 2,KIFXOO,10.1039/C2CE26165K
[Fe(NCS)2(bipy)]n<|>compound 3,GOJSED02,10.1039/b907645j
[Er(HTADIP)(H2O)3]·2H2O<|>compound 4,ACALIB,10.1039/c2dt31717f
[La(HTADIP)(H2O)4]·xH2O (2 < x < 2.5)<|>compound 1,ACAKUM,10.1039/c2dt31717f
[Cd(IBG)(H2O)3]·2(H2O)<|>compound 10,CEBDAQ,10.1039/c2dt31383a
[Zn(IBG)(H2O)3]·2(H2O)<|>compound 9,CEBCUJ,10.1039/c2dt31383a
[Ca(IBG)(H2O)2]<|>compound 3,CEBCAP,10.1039/c2dt31383a
Ag14(trz)10[SiW12O40]<|>compound 1,EPUSUE,10.1039/c0cc05855f
{[Zn(m-pda)(biim-4)]?3H2O}n<|>complex 3,GAXQAZ,10.1039/c2ce25076d
{Cd(m-pda)(biim-6)0.5(H2O)}n<|>complex 4,GAXPOM,10.1039/c2ce25076d
"Ag4L2(4,40-bpy)(H2O)26H2O<|>compound 1",HARNAR,10.1039/c2nj20888a
"[Zn2(1,2-bda)2(bpe)]MeOH<|>1-MeOH<|>compound 1",UYASET,10.1039/c1cc13018h
"[Zn2(1,2-bda)2(tpcb)0.5]<|>2",UYASUJ,10.1039/c1cc13018h
SP-Zn(II) chloride complex<|>SP–ZnCl2,MACBID,10.1039/c0dt00242a
[Zn11(m3-O)2(m4-PIMDC)6(H2O)9]n<|>compound 1,ETAXIH,10.1039/c1ce05429e
[Ag(L)(NO3)]<|>complex 1,BAQYEZ,10.1039/c2dt30134b
{[Ca4L2(H2O)12]n?7nH2O}<|>complex 3,ZEDQEG,10.1039/c2ce25784j
Cu(hfipbb)(H2O)<|>Compound 1,VUKHEP01,10.1039/b921532h
Cu(hfipbb)(H2hfipbb)0.5<|>Compound 2,ESIPUR02,10.1039/b921532h
[Cu(qptc)0.5(phen)]n<|>Complex 4,LASPOM,10.1039/c2ce06329h
Zn(hfipbb)<|>Compound 1,VUPQON,10.1039/b914147b
[Cd1.5(BimDc)(H2O)2]$2H2O<|>complex 1<|>1,QUJFUX,10.1039/b909772d
{Cu3(L)2(bipy)(μ2-OH)2(DMF)2}n<|>compound 3,WAHRAA,10.1039/c0dt00352b
{Co2(L)2(H2L)(H2O)}n<|>compound 4,WAHREE,10.1039/c0dt00352b
[Cd2(Himc)2(SO4)(H2O)2]n<|>compound 3,LASXAG,10.1039/c2ce06129e
[Cu2(X)(H2O)2]$(DMA)4(H2O)2<|>compound 1<|>1,CUYWUP,10.1039/b925903a
[La2(C2H4C2O4)2(SO4)(H2O)2]<|>RPF-16<|>compound 1,SAPKIF,10.1039/c1jm14677g
[Pr2(C2H4C2O4)2(SO4)(H2O)2]<|>RPF-16<|>compound 2,SAPKOL,10.1039/c1jm14677g
[Nd2(C2H4C2O4)2(SO4)(H2O)2]<|>RPF-16<|>compound 3,SAPKUR,10.1039/c1jm14677g
C31H23NO6S2Zn<|>Compound I,HOWXUN,10.1039/b819012g
[Cd(QTZ)2]<|>compound 1,NESGAV,10.1039/c2ce26323h
[Cd(QTZ)N3?H2O]<|>compound 2,NESGEZ,10.1039/c2ce26323h
[Zn(QTZ)Cl]<|>compound 3,NESGID,10.1039/c2ce26323h
[Cd2(QTZ)2(INA)2]?0.25H2O<|>compound 4,NESGOJ,10.1039/c2ce26323h
[CuI2bte][a-Mo3O10]<|>compound 1,WAHMID,10.1039/c002037k
[CuI2btp][b-Mo3O10]·H2O<|>compound 2,WAHMOJ,10.1039/c002037k
[CuII(bte)1.5(H2O)][g-Mo8O26]0.5<|>compound 3,WAHMUP,10.1039/c002037k
[Co3(Tda)3(bpp)2]$2DMF<|>compound 1,EYULOA,10.1039/c1ce05103b
[Eu(opdc)(H2O)2]<|>1,LIFQIC,10.1039/c1ce06090b
[Gd(opdc)(H2O)2]<|>2a<|>2b,LEWCAT,10.1039/c1ce06090b
[Tb(opdc)(H2O)2]<|>3,LIFQAU,10.1039/c1ce06090b
[Dy(opdc)(H2O)2]<|>4,LEZPAJ,10.1039/c1ce06090b
[Er(opdc)(H2O)2]<|>5,LEZNUB,10.1039/c1ce06090b
[Yb(opdc)(H2O)2]<|>6,LEZNOV,10.1039/c1ce06090b
{[Zn(4-pmntd)Cl2]$H2O}n<|>compound 1,LASSEF,10.1039/c2ce06147c
(In3O)(OH)(ADC)2(IN)2<|>compound 1<|>1,KACZEV,10.1039/c0cc02808h
(In3O)(OH)(ADC)2(NH2IN)2<|>compound 2<|>2,KACZIZ,10.1039/c0cc02808h
[Ru2(p-F-PhCO2)4(phz)]<|>compound 10,ZICJOM,10.1039/c2cc36153a
[Rh2(p-F-PhCO2)4(phz)]<|>compound 20,ZICKAZ,10.1039/c2cc36153a
{[AgCo(L2)3][BF4]3}•<|>Co(II)/Ag(I) network,DABFIX,10.1039/b926264d
{[AgNi(L2)3][BF4]3}•<|>Ni(II)/Ag(I) network,DABFET,10.1039/b926264d
[Ag(L1)-(NO3)]•<|>[Ag(L1)-(BF4)]•,DABDAN,10.1039/b926264d
[Zn4(dmf)(ur)2(ndc)4]·5DMF·H2O<|>Compound 1,AMILOY,10.1039/c0dt00999g
[Zn4(dmf)(ur)2(ndc)4]<|>Compound 2,AMILUE,10.1039/c0dt00999g
[Zn4(dmf)(ur)2(ndc)4]·6C6H6<|>Compound 3,AMIMAL,10.1039/c0dt00999g
[Zn4(dmf)(ur)2(ndc)4]·4Fe(C5H5)2<|>Compound 4,AMIMEP,10.1039/c0dt00999g
[Mn(dca)2(pydz)2]n<|>1-Mn,OHEVAY01,10.1039/c0dt00864h
[Co(dca)2(pydz)2]n<|>1-Co,IMADOQ,10.1039/c0dt00864h
[Mn(dca)2(pydz)]n<|>2-Mn,IMAFOS,10.1039/c0dt00864h
[Fe(dca)2(pydz)2]n<|>1-Fe,IMADUW,10.1039/c0dt00864h
STU-5,SEVLEM,10.1039/C3CC39287B
[Ca(SBA)]$0.45H2O<|>CYCU-1as<|>CYCU-1,LIDZUV,10.1039/c2ce05875h
[Sr(SBA)]$0.2H2O<|>CYCU-2as<|>CYCU-2,LIDZOP,10.1039/c2ce05875h
Mn–5TIA-2,UVEVAT,10.1039/c1cc12278a
Mn–5TIA-3,UVEVEX,10.1039/c1cc12278a
[Co(AIP)(bimb)]<|>Complex 1,XAXBUV,10.1039/c2ce25272d
"[Co2(bta)(4,40-bpy)2(H2O)2]n<|>compound 1",OGIHAO,10.1039/b907895a
Cd(CN)2.2/3H2O.ButOH,KECRAL,10.1039/c39900000060
"{(EMI)2[Zn3(1,2,4,5-BTC)2]-2H2O}n<|>compound 1",UNADIX,10.1039/c0cc04890a
Cu(IPT)(H2O)2<|>1,HATGUF01,10.1039/c0ce00150c
[Cd(L)(H2O)]<|>compound 3,VEDVEH,10.1039/c2dt30863k
STA-13<|>Structure 2,NADKEK,10.1039/c0dt00233j
[Mo6O19Co(3-abpt)2]n$4nH2O<|>compound 5,EMIYEF,10.1039/c002063j
[Zn(L1)2(bbmi)]<|>Compound 1,EBIQIR,10.1039/c0ce00990c
[Zn0.5(L4)(bbmi)0.5(H2O)]<|>Compound 4,EBIRAK,10.1039/c0ce00990c
[Zn(L8)(bbmi)0.5(H2O)]<|>Compound 8,EBIRUE,10.1039/c0ce00990c
[Ag2(L6)(bbmi)(H2O)]<|>Compound 9,EBISEP,10.1039/c0ce00990c
[Co(Hbidc)]n<|>compound 2,NUCGUO,10.1039/b815464c
Zn(C4H3N2PO3)<|>Compound 2,WAMZAN,10.1039/c1dt11250c
Zn-HKUST-1<|>[Zn3(BTC)2(H2O)3],RIFDUG01,10.1039/c2ce26115d
"[Cu2(2,5-dimethylpyrazine)(N3)4]n<|>compound 1",HOQKOO,10.1039/b815264k
[NiL2(H2O)4]n<|>Complex 8,XAGRII,10.1039/b926324a
[CdL1(H2O)2]n<|>Complex 2,XAGQED,10.1039/b926324a
[CdL2(H2O)]n<|>Complex 6,XAGRAA,10.1039/b926324a
[ZnL1(H2O)2]n<|>Complex 1,XAGQAZ,10.1039/b926324a
[CoL2(H2O)4]n<|>Complex 7,XAGREE,10.1039/b926324a
[La(BTB)(H2O)$3DMF]n<|>compound 1,FECXAO,10.1039/c2jm15721g
[CuI(bptm)]<|>Compound 8,MIZLIR01,10.1039/b915942h
[CuBr(bptm)]<|>Compound 7,XORQOL01,10.1039/b915942h
[Cd(C11N6H15)(NO3)$DMF]n<|>compound 3,EWIHIC,10.1039/c1sc00269d
[Mg(TCPBDA)(H2O)2]6DMF6H2O<|>1<|>SNU-25,MUDLON,10.1039/b910228k
[Ba{Cl2C(PO2O(C(O)Me))2}(H2O)3]n<|>Structure 2,PUYFUL,10.1039/c002403a
{[Cd(H2L3)(suc)]$3H2O}n<|>compound 5,OHETOL,10.1039/b907606a
{[Cd4(H2L1)4(suc)4]$3H2O}n<|>compound 1,OHESIE,10.1039/b907606a
[TpWS3Cu3(m3-DMF){Cu(CN)3}]2<|>22DMFMeCN,SAQSOU,10.1039/c2cc30581j
Cu3(H2L2)(etbipy)224H2O<|>compound 3,NERTAH,10.1039/c2cc38092g
Na7[(RuC6H6)PW9O34]·14H2O<|>P-2,IGIZAA,10.1039/B821750E
[Zn(L)2(H2O)2]·3H2O<|>compound 1,PARWIQ,10.1039/c2ce06720j
[Cd(BIMB)(ndd)]n<|>compound 2,PASJUQ,10.1039/c2ce06451k
[Cd(DIMB)(ndd)?2H2O]n<|>compound 3,PASKAX,10.1039/c2ce06451k
{[Cd4(azpy)2(pyrdc)4(H2O)2]9H2O}<|>1<|>10,UVISEY,10.1039/c1cc11416f
Zn(TBDC1)1/2(TBDC2)1/2<|>complex 1,DOSHID,10.1039/b815935a
"[Co(4,40-BPIPA)(2,6-NDC)]2DMF<|>Complex 1",IXUWOO,10.1039/c1cc10411j
"[Co(4,40-BPIPA)(4,40-BPDC)]-2DMF<|>Complex 2",IXUWII,10.1039/c1cc10411j
[AgI(bpy)(BFDC)]<|>compound 14,TABFIN,10.1039/c0ce00134a
[Zn9(m3-OH)3(btc)5(e-urea)9]<|>compound 1,REGQUR,10.1039/c2ce26290h
[Zn5(m3-OH)(btc)3(pyrol)3]<|>compound 2,REGRAY,10.1039/c2ce26290h
[Zn3(btc)2(mpyrol)2]<|>compound 3,REGREC,10.1039/c2ce26290h
[Zn3(btc)2(dmi)3]<|>compound 4,REGRIG,10.1039/c2ce26290h
[Zn(BDSF4)(DMF)4]<|>[Zn(BDSF4)2/2(DMF)4/1],AQOWUZ,10.1039/c0dt01223h
[Zn(BDSCl4)(DMF)4]<|>[Zn(BDSCl4)2/2(DMF)4/1],AQOWOT,10.1039/c0dt01223h
[Zn(BDS)(DMF)2]<|>2•[Zn(BDS)4/4(DMF)2/1],AQOWIN,10.1039/c0dt01223h
{[Yb2(pyda)(μ4-C2O4)2·4H2O]·3H2O}<|>Complex 7,TAKRUU,10.1039/c0dt00333f
{[Cd(btmx)(BTEC)0.5(H2O)]$H2O}n<|>complex 1,EBIGED,10.1039/c1ce05129f
"[Co(btmx)(1,4-BDC)]n<|>complex 4",EBIGUT,10.1039/c1ce05129f
[AgNd(L)2]<|>Complex 4,IQOVUG,10.1039/c0ce00921k
[AgTb(L)2]<|>Complex 6,IQOWER,10.1039/c0ce00921k
[AgEr(L)2(H2O)]<|>Complex 7,IQOWIV,10.1039/c0ce00921k
"{[Co(H2MBP)2(1,4-PDA)]n (H2O)4}<|>Compound 8",CELVIA,10.1039/c2ce25256b
[Ni2(H0.67bdt)3]·10.5H2O<|>compound 4,BAKGIF,10.1039/c1dt11590a
[Co3(OH)(SO4)(btt)(H2O)4]·3H2O<|>compound 3,BAKGAX,10.1039/c1dt11590a
"[Mn(ADA)(4,40-bipy)0.5]$(DMF)<|>Mn-ADA-1",YUZWEW,10.1039/c000723d
"[Cd(ADA)(4,40-bipy)0.5]$(DMF)<|>Cd-ADA-1",YUZWAS,10.1039/c000723d
CMOF-1<|>[R-L1Cu2(H2O)2]$21DMF$12H2O,FEBXER,10.1039/c2sc20379k
CMOF-2<|>[R-L2Cu2(H2O)2]$27DMF$17H2O,FEBXIV,10.1039/c2sc20379k
[Co3(bbbm)4(SIP)2(H2O)2]·2H2O<|>Complex 2,PARVUB,10.1039/c2ce06734j
[Ni3(BTB)2(EG)3(bipy)3]$3(toluene)<|>Framework 2<|>Compound 2,KOLWEO,10.1039/b815423f
[Cu3(L1)6]7H2O<|>Compound 1<|>1,ECAHEX,10.1039/c1cc14115e
Zn(L2)2-(CH2Cl2)(CH3OH)0.67<|>Compound 3<|>3,ECAHAT,10.1039/c1cc14115e
[Co(HL)]DMF-H2O<|>1,EQERIC,10.1039/c1cc10899a
[Co(HL)]2H2O<|>2,EQEREY,10.1039/c1cc10899a
{[Tb2Ag6(H2O)12(CDO)6]$6H2O}n<|>Tb-Ag-CDO,QULKOY,10.1039/b904704m
[Zn2(tzba)(DMF)]·0.5DMF<|>1,WENDIE,10.1039/c2dt31968c
[Ni(pnta)2]$1.3DMF<|>compound 1,GALBUS,10.1039/c2ce05948g
[Zn2(pnta)3(OH)]$2DMF<|>compound 2,GALCAZ,10.1039/c2ce05948g
[Cd(pnta)2]$3.8DMF<|>compound 3,GALCED,10.1039/c2ce05948g
Cu3(BTC)2<|>HKUST-1,UVIPIZ,10.1039/c1cc12341f
HPA@Cu3(BTC)2,UVIPOF,10.1039/c1cc12341f
"Zn4O(2,6-NDC)3(DMF)1.5(H2O)0.5-4DMF-7.5H2O<|>UTSA-38",CAGSAG,10.1039/c1cc12802g
[Co(bipy)2(AuBr2(CN)2)][nBu4N][AuBr2(CN)2]2<|>compound 5,ERAHOV,10.1039/c0dt01772h
Mg(int)2·H2O<|>compound 1,XEQLEM,10.1039/c2dt31394d
CAU-3-BDC<|>[Al2(OCH3)4BDC],CAXTAY,10.1039/C2DT12005D
CAU-3-BDC-NH2<|>[Al2(OCH3)4BDC-NH2],CAXTEC,10.1039/C2DT12005D
CAU-3-NDC<|>[Al2(OCH3)4NDC],CAXSUR,10.1039/C2DT12005D
[Sm(bpea)(formate)]n<|>Complex 1,CUXPAN,10.1039/b905736f
[Tb(bpea)(formate)]n<|>Complex 4,CUXPOB,10.1039/b905736f
[Gd(bpea)(formate)]n<|>Complex 3,CUXPIV,10.1039/b905736f
[Er(bpea)(formate)]n<|>Complex 5,CUXPUH,10.1039/b905736f
[Tb(bpea)1.5(H2O)2]n<|>Complex 8,CUXQIW,10.1039/b905736f
Complex 1<|>C12H18O12N3La,XAFXOT,10.1039/c001537g
Complex 2<|>C12H16O11N3Pr,XAFXUZ,10.1039/c001537g
Complex 3<|>C12H22O14N3Sm,XAFYAG,10.1039/c001537g
Complex 4<|>C12H18O12N3Ho,XAFYEK,10.1039/c001537g
{[Zn(phen)(tbip)(H2O)]$H2O}n<|>{[Zn(phen)(tbip)(H2O)]$0.5H2O}n,LEWTOY,10.1039/c1ce05959a
{Cu2(L)(H2O)1.42}N<|>complex 1,VUNXUY,10.1039/b912972n
[Mo2O6(tr2pr)]<|>compound 2,HUSPUH,10.1039/b922732f
"[Mo2O6(4,9-tr2dia)]·0.5H2O<|>compound 5",HUSQIW,10.1039/b922732f
[Mo2O6(tr2ad)]·6H2O<|>compound 4,HUSQES,10.1039/b922732f
"[Mo4O12(1,6-tr2dia)]·2H2O<|>compound 6",HUSQOC,10.1039/b922732f
{Cd(L2)(bdc)0.5(L3)}n<|>3,REHMEY,10.1039/c2ce26034d
[Mn3(m5-mTPO)(m6-mTPO)(m-H2O)(H2O)4]-2DMFH2O<|>Compound 2<|>2a<|>2b,BETZOR,10.1039/C3CC00093A
C30H24CoN4O8<|>compound 2,REHQAY,10.1039/c2ce25561h
C30H24MnN4O8<|>compound 3,REHQEC,10.1039/c2ce25561h
C30H24CdN4O8<|>compound 4,REHQIG,10.1039/c2ce25561h
C32H28N4O8Zn<|>compound 5,REHQOM,10.1039/c2ce25561h
NTU-101-Zn<|>[Zn2(1)(DMF)3]n,ZELQAK,10.1039/c2cc34921c
[Mn2(paba)2(N3)2(H2O)2]n<|>complex 3,TUZNAE,10.1039/c0dt00181c
{[Cd(HBDT)Cl]}n${3DMF$4H2O}n<|>1$(3DMF$4H2O)n<|>Compound 1,TAQGEZ,10.1039/c0ce00961j
{[Cd5(BDT)2Cl6]$2CH3OH}n<|>2,KAVSIL,10.1039/c0ce00961j
9-SA silver complex<|>complex 1<|>1,MASVOT,10.1039/c2ce06625d
[Cu3(trz)3(m3-OH)]Cl2-6H2O<|>compound 1<|>1,QALHAO,10.1039/C0CC04293E
[Cu3(trz)3(m3-OH)]Br2-6H2O<|>compound 2<|>2,QALHES,10.1039/C0CC04293E
"[Cd(L)0.5(2,29-bpy)(H2O)2]n<|>compound 1",LELMOG,10.1039/c2ce26219c
MOFF-3<|>Cu2+(4–2H+)(H2O),CIDKUX,10.1039/C3CC41564C
[Gd9(HNA)12(O2H)]$6H2O<|>compound 1,ISUGIN,10.1039/c0ce00848f
[Zn6(btb)4(bipy–NH2)3]<|>BTPY–NH2,NEYVEU,10.1039/C2DT30689A
[Ni2(HMDIP)(μ2-OH)(H2O)3(DMF)]·8H2O<|>compound 2,ALIXOJ,10.1039/c001655a
[Cu3(MDIP)(μ2-OH)2(H2O)4]·6.5H2O<|>compound 3,ALIXUP,10.1039/c001655a
{Rb2(m-OH)(H2O)2(Hyq@Q[7])2}$Cl<|>crystals of the compound<|>Q[7]-Rb-Hyq framework,ETEPID,10.1039/c1ce05048f
